id,DiveNum,ObsTime,Collector,GPS,Depth_m,Depth_ft,AnemSpp,AnemDia,oldAnemID,AnemID,AnemSampleID,Spp,Size1,Col1,Recap1,TagID1,ID1,Size2,Col2,Recap2,TagID2,ID2,Size3,Col3,Recap3,TagID3,ID3,Size4,Col4,Recap4,TagID4,ID4,Size5,Col5,Recap5,TagID5,ID5,Size6,Col6,Recap6,TagID6,ID6,Size7,Col7,Recap7,TagID7,ID7,Spp2,Spp2Size1,Spp2Size2,Spp2Size3,Spp2Size4,Notes
121,7,14:46:00,MRS,3,4.1,,HECR,25,,1032,,APCL,7.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APPE,3,2,,,
122,7,14:48:00,MRS,3,4.6,,HECR,25,,,,APCL,6.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,7,14:54:00,MRS,3,4.2,,HECR,30,,,,APPE,9.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,7,14:55:00,MRS,3,3.8,,HECR,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,7,14:55:00,MRS,3,3.8,,STME,30,,,,APCL,5.0,YR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,7,14:56:00,MRS,3,,,????,,,,,APCL,10.0,,,,,10,,,,,7,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,"The 2 large fish have very black bodies, cannot find an anemone nearby, looking for ENQD or STME; the 2 smaller fish are orange bodied and look like HECR fish"
1285,7,15:08:00,MRS,3,4.1,,HECR,35,,2211,,APCL,9.8,O,N,985153000407411,89,5.9,YR,N,985153000352056,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,7,15:10:00,MRS,3,4.3,,MADO,30,483,943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,7,15:11:00,MRS,3,4.5,,HECR,30,462,944,,APPE,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,7,15:17:00,MRS,3,4.5,,HECR,20,,2008,,APCL,7.3,O,N,985153000407635,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,7,15:18:00,MRS,3,4.7,,EMPT,,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,7,15:29:00,MRS,3,4.9,,HEAR,15,961,2212,,APCL,5.1,YR,N,985153000406505,92,8,,,,,3,YR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,7,15:29:00,MRS,3,4.9,,HEAR,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,7,15:34:00,MRS,3,5.1,,HECR,20,,2213,,APCL,4.1,YR,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,7,15:36:00,MRS,3,5.4,,HECR,25,,945,,APCL,5.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both fish are already cut
133,7,15:39:00,MRS,3,4.7,,HECR,35,,,,APPE,7.0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,7,15:42:00,MRS,3,5.7,,ENQD,40,465,2214,,APCL,10.6,YP,N,985153000399653,94,10,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,APFR,3,,,,
134,7,15:45:00,MRS,3,4.9,,EMPT,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,7,15:49:00,MRS,3,4.8,,HECR,30,,,,APPE,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,7,15:50:00,MRS,3,4.7,,ENQD,40,,,,APFR,15.0,,,,,7,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,7,15:57:00,MRS,3,5.1,,HECR,30,,,,APPE,11.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,7,16:01:00,MRS,3,4.9,,HECR,25,490,496,,APPE,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I think in 2015_01, 2 mismatching anemone tags were accidentally placed on this anemone (490/496) look similar"
1242,7,16:11:00,MRS,3,4.0,,HECR,15,,2215,,APCL,6.9,,N,985153000405736,95,2.9,YR,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,7,16:13:00,MRS,3,4.0,,HECR,10,,,,APCL,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,7,16:17:00,MRS,3,4.0,,HECR,,,,,APCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malin has details about this anem/fish; Michelle ran out of air
141,8,9:41:00,MRS,3,3.5,,HECR,30,,959,,APPE,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,8,10:03:00,MRS,3,4.6,,HECR,25,,2015,,APCL,9.5,O,N,985153000407303,96,5,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,8,10:06:00,MRS,3,4.2,,HECR,20,,498,,APPE,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,8,10:06:00,MRS,3,4.2,,HECR,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,8,10:07:00,MRS,3,3.3,,HECR,30,,,,APPE,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,8,10:09:00,MRS,3,3.8,,HECR,30,476,2216,,APCL,8.6,YP,N,985153000402631,97,8.8,O,N,985153000404281,98,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data sheet as the Y fish as YP (when estimated from afar) and YR when fin-clipped. We decided it was probably YP based on size.
145,8,10:11:00,MRS,3,4.1,,HECR,10,,,,APCL,2.0,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6 were ""two mid-size fish"""
146,8,10:11:30,MRS,3,4.2,,HECR,30,,,,APPE,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,8,10:33:00,MRS,3,3.8,,HECR,30,,,,APPE,7.0,,,,,5,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,8,10:35:00,MRS,3,3.4,,EMPT,,,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,8,10:37:00,MRS,3,4.0,,HECR,30,,938,,APPE,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,8,10:38:00,MRS,3,3.7,,HECR,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,8,10:47:00,MRS,3,3.6,,HECR,20,,2217,,APCL,8.6,YP,N,985153000407023,99,5.6,O,N,985153000351496,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,8,10:51:00,MRS,3,3.5,,HECR,35,499,2218,,APCL,8.1,O,N,985153000403244,101,8,YP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APPE,5,,,,We also saw this at 11:17 and caugh the fish on it. The 8.1 O fish was hiding in a hole adjacent to the anemone.
151,8,11:03:00,MRS,3,4.2,,EMPT,,,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,8,11:06:00,MRS,3,4.2,,MADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,8,11:31:00,MRS,3,3.8,,HECR,15,,2219,,APCL,5,W,N,985153000406793,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,9,12:39:00,MRS,3,4.1,,HECR,10,,,,APCL,4.0,BW,,,,3,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,9,12:41:00,MRS,3,3.9,,HECR,30,,2221,,APCL,7.0,YP,,,,5,YR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,9,12:51:00,MRS,3,4.0,,HECR,30,957,2220,,APCL,7.5,YP,N,985153000404497,103,9.1,O,Y,985153000373778,,7,YR,,,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,"These fish were seen at 11:25:30 on dive 8 as well. The 7, 4, and 2 were added from the earlier observation."
1206,9,12:52:00,MRS,3,4.8,,HECR,30,479,2222,,APCL,8.8,YP,N,985153000404272,104,9.7,O,Y,985153000373608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,9,12:53:00,MRS,3,4.7,,ENQD,30,,,,APFR,10.0,,,,,7,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,9,12:59:00,MRS,3,4.7,,HEAR,20,940,2223,,APCL,5.4,YP,N,985153000407066,105,4.5,YR,,,106,1.5,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This also had anemone ID 480
156,9,13:23:00,MRS,3,4.7,,HECR,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,9,13:24:00,MRS,3,4.2,,HECR,30,110,434,,APCL,10.1,YP,N,985153000406261,107,4.7,YR,,,108,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,9,13:37:00,MRS,3,3.9,,HECR,30,,2224,,APCL,5.0,W,,,109,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APPE,5,,,,
158,9,13:44:00,MRS,3,4.0,,HECR,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,9,13:52:00,MRS,3,4.1,,STME,20,,881,,APCL,9.5,YP,N,985153000407337,110,8.2,O,N,985153000407425,111,5,YR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,9,14:24:00,MRS,3,3.1,,HECR,30,,431,,APPE,9.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,9,14:26:00,MRS,3,3.1,,HECR,35,,,,APPE,9.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,9,14:27:00,MRS,3,2.9,,HECR,25,,917,,APPE,7.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,9,14:28:00,MRS,3,2.9,,HECR,30,,,,APPE,7.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,9,14:29:00,MRS,3,3.1,,HECR,30,,,,APPE,7.0,,,,,5,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,9,14:30:00,MRS,3,2.9,,ENQD,30,,,,APFR,15.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,9,14:31:00,MRS,3,2.7,,HECR,35,,,,APPE,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,9,14:33:00,MRS,3,3.5,,HECR,20,,,,APPE,5.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,9,14:34:00,MRS,3,3.3,,HECR,30,,2225,,APCL,6.0,YR,N,985153000407324,112,3,YR,,,,10,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inferred that it was #112 because no other fish had this number.
167,10,9:53:00,MRS,3,3.7,,HECR,2,,889,,APCL,3.4,YR,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Caught but too small to collect sample, this fish and the fish on 2226 swim back and forth between anemones"
1273,10,10:00:00,MRS,3,3.5,,HECR,30,,2226,,APCL,8.7,O,N,985153000407139,113,10.5,YP,N,985153000404328,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,10,10:01:00,MRS,3,3.4,,HECR,25,,2228,,APCL,8.0,,,,,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,APPE,3,,,,
169,10,10:03:00,MRS,3,3.3,,HECR,20,,,,APPE,5.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,10,10:20:00,MRS,3,4.1,,MADO,30,,2227,,APCL,5.7,YR,N,985153000406251,115,6.5,O,N,985153000352066,116,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fish appear to swim back and forth between 2228 and 2227.  Can simultaneously see the 5.7cm fish and a 2cm fish on 2227 and 2 med-large fish in a hole near 2228
170,10,10:28:00,MRS,3,3.5,,HECR,25,,2229,,APCL,4.3,W,N,,117,2,YR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APPE,5,3,,,
171,10,10:30:00,MRS,3,2.8,,HECR,35,,,,APPE,9.0,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,10,10:30:30,MRS,3,3.0,,HECR,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,10,10:32:00,MRS,3,2.5,,HECR,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,10,10:32:00,MRS,3,2.5,,HECR,20,,883,,APPE,7.0,,,,,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,10,10:33:00,MRS,3,3.5,,HECR,20,,2022,,APPE,7.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,10,10:43:00,MRS,3,3.3,,HECR,25,,2230,,APCL,7.3,O,N,985153000400989,118,6.8,YR,N,985153000407421,119,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pit scanner says 410949 was misread by Michelle and is actually 400989, next scan is 407421"
176,10,10:44:00,MRS,3,3.2,,HECR,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,10,10:44:30,MRS,3,3.7,,MADO,15,,,,APCL,3.0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There is also an ~8cm fish with a cut tail
178,10,10:49:00,MRS,3,3.3,,HECR,15,414,2231,,APCL,4.3,YR,N,,120,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,10,10:55:00,MRS,3,3.8,,HECR,25,,,,APCL,5.5,YR,N,985153000400903,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APPE,3,,,,
1009,10,11:05:00,MRS,3,3.3,,HECR,25,,2021,,APCL,9.2,YP,N,985153000352306,121,8.8,O,N,985153000406307,122,,,,,,,,,,,,,,,,,,,,,,,,,,APPE,4,,,,
179,10,11:05:30,MRS,3,3.2,,HECR,20,,2232,,APCL,2.0,BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,10,11:09:00,MRS,3,3.4,,EMPT,,,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,10,11:10:00,MRS,3,3.3,,HECR,30,,,,APPE,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,10,11:12:00,MRS,3,3.4,,EMPT,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,10,11:15:00,MRS,3,3.3,,MADO,5,,2233,,APCL,3.6,YR,N,,124,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,10,11:24:00,MRS,3,3.5,,HECR,30,918,2234,,APCL,11.1,YP,N,985153000407175,125,11,O,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,APPE,2,,,,
184,10,11:25:00,MRS,3,2.9,,HECR,30,,917,,APPE,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,10,11:29:00,MRS,3,3.5,,HECR,25,,,,APPE,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,10,11:35:00,MRS,3,3.3,,STME,30,,417,,APCL,10.0,YP,,,,10,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,10,11:35:15,MRS,3,3.3,,????,,,,,APCL,10.3,O,N,985153000400619,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black bodied clownfish
187,10,11:35:30,MRS,3,3.3,,HECR,30,,,,APPE,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,10,11:43:00,MRS,3,3.9,,HECR,25,415,2235,,APCL,9.3,O,N,985153000400487,127,9.6,YP,N,985153000401582,128,5,YR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,10,11:49:00,MRS,3,2.4,,HECR,35,,,,APCL,8.0,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,11,13:02:00,MRS,3,3.4,,HECR,25,,,,APPE,7.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,11,13:03:00,MRS,3,3.4,,HECR,25,,,,APCL,8.0,O,,,,8,YP,,,,2.5,YR,,,,3.0,YR,,,,,,,,,,,,,,,,,,,APPE,3,2,,,
191,11,13:04:00,MRS,3,3.3,,HECR,30,,,,APPE,9.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,11,13:06:00,MRS,3,3.7,,HECR,20,,,,APCL,7.0,W,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,11,13:09:00,MRS,3,3.5,,HECR,20,,,,APCL,2.5,B,,,,3.5,YR,,,,8,YP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,11,13:15:00,MRS,3,3.1,,HECR,35,908,2236,,APCL,10.7,YP,N,985153000402481,129,3,,,,,2.5,YR,,,,,,,,,,,,,,,,,,,,,,,,APPE,2.5,2,1,,
1159,11,13:23:00,MRS,3,3.1,,????,,,,,APCL,10.9,O,N,985153000402472,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,11,13:31:00,MRS,3,3.1,,????,,,,,APCL,10.6,O,N,985153000407358,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,11,13:36:00,MRS,3,3.7,,HECR,20,419,909,,APCL,1.5,YR,,,,4,YR,N,,133,,,,,,,,,,,,,,,,,,,,,,,,,,APPE,3,,,,There is another anemone in a different spot with a 419 tag
195,11,13:42:00,MRS,3,3.8,,HECR,30,,910,,APPE,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,11,13:44:00,MRS,3,4.2,,HECR,25,,,,APCL,3.0,YR,,,,7,YP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,11,13:45:00,MRS,3,3.5,,HECR,35,,,,APCL,8.0,,,,,5,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,11,13:50:00,MRS,3,4.1,,HECR,25,,2237,,APCL,6.4,W,N,985153000405493,132,2.5,YR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,11,14:16:00,MRS,3,3.6,,HECR,30,359,2238,,APCL,8.4,O,N,985153000400062,134,8.1,W,N,985153000352985,135,11,O,Y,985153000402189,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,11,14:18:00,MRS,3,3.8,,HECR,20,,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,11,14:24:00,MRS,3,4.2,,HECR,35,,876,,APCL,9.7,O,N,985153000400619,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APPE,4,,,,
1157,11,14:37:00,MRS,3,3.8,,????,,,,,APCL,11.2,YP,Y,985153000402230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,11,14:43:00,MRS,3,3.3,,HECR,30,,2239,,APCL,7.6,YR,N,985153000400715,137,2,YR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,12,9:37:00,MRS,3,2.0,,HECR,30,,,,APPE,7.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,12,9:38:00,MRS,3,1.9,,HECR,25,,,,APPE,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,12,9:39:00,MRS,3,2.2,,HECR,30,,,,APPE,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,12,9:40:00,MRS,3,2.3,,HECR,25,,,,APPE,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,12,9:46:00,MRS,3,2.5,,HECR,25,,2240,,APCL,6.2,W,N,985153000403761,138,3,YR,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,APPE,3,,,,
203,12,9:47:00,MRS,3,2.6,,ENQD,25,,,,APFR,10.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,12,9:49:00,MRS,3,3.2,,HECR,30,,,,APPE,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,12,9:49:30,MRS,3,3.2,,HECR,35,,,,APPE,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,12,9:56:00,MRS,3,1.8,,HECR,15,,2241,,APCL,5.4,W,N,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PIT scanner stopped working, Michelle took reader back to boat to change batteries"
1235,12,10:21:00,MRS,3,2.2,,HECR,30,,2242,,APCL,7.0,O,N,985153000405499,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APPE,3,,,,
207,12,10:22:00,MRS,3,2.0,,HECR,30,,2127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,12,10:27:00,MRS,3,2.0,,HECR,10,,2244,,APCL,5.8,YP,N,985153000400925,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APPE,3,,,,
208,12,10:28:00,MRS,3,1.7,,HECR,30,,,,APPE,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,12,10:28:00,MRS,3,1.7,,HECR,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,12,10:28:00,MRS,3,1.7,,HECR,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,12,10:38:00,MRS,3,1.7,,HECR,20,389,2243,,APCL,6.3,YR,N,985153000404499,141,3.8,YR,N,,142,5.4,YR,N,985153000407422,143,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,12,10:58:00,MRS,3,1.8,,HECR,30,,2245,,APCL,6.6,YR,N,985153000407113,145,5,,,,,3,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
1155,12,11:15:00,MRS,3,3.2,,HECR,35,849,2246,,APCL,8.1,O,N,985153000402132,146,10.3,YP,N,985153000404104,147,4,YR,N,,148,4.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,
211,12,11:16:00,MRS,3,2.5,,HECR,30,,,,APPE,7.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,12,11:17:00,MRS,3,1.9,,HECR,25,,2252,,APCL,5.7,YP,N,985153000402985,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,12,11:18:00,MRS,3,1.3,,HECR,20,871,2248,,APCL,7.3,YP,N,985153000403264,150,3.9,YR,N,,151,,,,,,,,,,,,,,,,,,,,,,,,,,APPE,3,,,,
212,12,11:22:00,MRS,3,1.3,,HECR,20,906,2247,,APCL,3.9,YR,N,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,12,11:32:00,MRS,3,2.0,,MADO,30,,2251,,APCL,4.6,YR,N,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,12,11:34:00,MRS,3,3.0,,HECR,25,,2249,,APCL,3.5,BW,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,12,11:46:00,MRS,3,3.7,,HECR,30,904,2250,,APCL,10.0,YP,N,985153000404075,152,4.6,YR,N,,153,3,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
215,12,11:48:00,MRS,3,3.5,,HECR,10,,,,APPE,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,12,11:48:30,MRS,3,3.6,,HECR,30,,,,APPE,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,12,11:50:00,MRS,3,1.7,,HECR,25,,,,APPE,7.0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,12,12:09:00,MRS,3,1.6,,HECR,30,,873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,13,13:23:00,MRS,3,1.3,,HECR,30,,,,APCL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,13,13:23:00,MRS,3,1.3,,HECR,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,13,13:23:00,MRS,3,1.3,,HECR,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,13,13:24:00,MRS,3,1.2,,HECR,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,13,13:24:00,MRS,3,1.2,,HECR,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,13,13:24:00,MRS,3,1.2,,HECR,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,13,13:24:00,MRS,3,1.2,,HECR,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,13,13:24:00,MRS,3,1.2,,HECR,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,13,13:25:00,MRS,3,1.4,,HECR,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,13,13:26:00,MRS,3,1.2,,HECR,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,13,13:30:00,MRS,3,1.1,,HECR,30,,1282,,APCL,7.9,O,N,985153000350983,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,13,13:36:00,MRS,3,1.3,,HECR,35,,2257,,APCL,6.5,YP,N,985153000407326,156,4.9,W,N,,157,4.5,YR,N,,158,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,13,13:40:00,MRS,3,1.8,,HECR,30,1278,2253,,APCL,8.6,O,N,985153000399528,159,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,13,13:40:00,MRS,3,1.8,,HECR,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,13,13:40:00,MRS,3,1.8,,HECR,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,13,13:40:00,MRS,3,1.8,,HECR,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,13,13:40:00,MRS,3,1.8,,HECR,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,13,13:40:00,MRS,3,1.8,,HECR,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,13,13:40:00,MRS,3,1.8,,HECR,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
