Population,ID,dDocent_Contig_78761A,dDocent_Contig_78761B,dDocent_Contig_21548A,dDocent_Contig_21548B,dDocent_Contig_13667A,dDocent_Contig_13667B,dDocent_Contig_179113A,dDocent_Contig_179113B,dDocent_Contig_45159A,dDocent_Contig_45159B,dDocent_Contig_13832A,dDocent_Contig_13832B,dDocent_Contig_7811A,dDocent_Contig_7811B,dDocent_Contig_68601A,dDocent_Contig_68601B,dDocent_Contig_15733A,dDocent_Contig_15733B,dDocent_Contig_198107A,dDocent_Contig_198107B,dDocent_Contig_6343A,dDocent_Contig_6343B,dDocent_Contig_30233A,dDocent_Contig_30233B,dDocent_Contig_23249A,dDocent_Contig_23249B,dDocent_Contig_71842A,dDocent_Contig_71842B,dDocent_Contig_25915A,dDocent_Contig_25915B,dDocent_Contig_18793A,dDocent_Contig_18793B,dDocent_Contig_14686A,dDocent_Contig_14686B,dDocent_Contig_17353A,dDocent_Contig_17353B,dDocent_Contig_198867A,dDocent_Contig_198867B,dDocent_Contig_95068A,dDocent_Contig_95068B,dDocent_Contig_132842A,dDocent_Contig_132842B,dDocent_Contig_126120A,dDocent_Contig_126120B,dDocent_Contig_31150A,dDocent_Contig_31150B,dDocent_Contig_1670A,dDocent_Contig_1670B,dDocent_Contig_82715A,dDocent_Contig_82715B,dDocent_Contig_123433A,dDocent_Contig_123433B,dDocent_Contig_6319A,dDocent_Contig_6319B,dDocent_Contig_67441A,dDocent_Contig_67441B,dDocent_Contig_58785A,dDocent_Contig_58785B,dDocent_Contig_99316A,dDocent_Contig_99316B,dDocent_Contig_486A,dDocent_Contig_486B,dDocent_Contig_9123A,dDocent_Contig_9123B,dDocent_Contig_92706A,dDocent_Contig_92706B,dDocent_Contig_41338A,dDocent_Contig_41338B,dDocent_Contig_42964A,dDocent_Contig_42964B,dDocent_Contig_182961A,dDocent_Contig_182961B,dDocent_Contig_42492A,dDocent_Contig_42492B,dDocent_Contig_183842A,dDocent_Contig_183842B,dDocent_Contig_61776A,dDocent_Contig_61776B,dDocent_Contig_174999A,dDocent_Contig_174999B,dDocent_Contig_21482A,dDocent_Contig_21482B,dDocent_Contig_136637A,dDocent_Contig_136637B,dDocent_Contig_113786A,dDocent_Contig_113786B,dDocent_Contig_39267A,dDocent_Contig_39267B,dDocent_Contig_92915A,dDocent_Contig_92915B,dDocent_Contig_76419A,dDocent_Contig_76419B,dDocent_Contig_104457A,dDocent_Contig_104457B,dDocent_Contig_23784A,dDocent_Contig_23784B,dDocent_Contig_45137A,dDocent_Contig_45137B,dDocent_Contig_81218A,dDocent_Contig_81218B,dDocent_Contig_76878A,dDocent_Contig_76878B,dDocent_Contig_35104A,dDocent_Contig_35104B,dDocent_Contig_43634A,dDocent_Contig_43634B,dDocent_Contig_112713A,dDocent_Contig_112713B,dDocent_Contig_50045A,dDocent_Contig_50045B,dDocent_Contig_148449A,dDocent_Contig_148449B,dDocent_Contig_537A,dDocent_Contig_537B,dDocent_Contig_51967A,dDocent_Contig_51967B,dDocent_Contig_19887A,dDocent_Contig_19887B,dDocent_Contig_25264A,dDocent_Contig_25264B,dDocent_Contig_59276A,dDocent_Contig_59276B,dDocent_Contig_8543A,dDocent_Contig_8543B,dDocent_Contig_81859A,dDocent_Contig_81859B,dDocent_Contig_132141A,dDocent_Contig_132141B,dDocent_Contig_128539A,dDocent_Contig_128539B,dDocent_Contig_2197A,dDocent_Contig_2197B,dDocent_Contig_10093A,dDocent_Contig_10093B
Pop1,APCL_13167L1112,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13168L1113,0,20,0,10,0,10,0,20,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10
Pop1,APCL_13169L1114,0,20,0,10,0,10,0,10,0,20,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,20,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13170L1115,0,20,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,20,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13171L1116,0,20,0,10,0,10,0,20,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13172L1117,0,20,0,10,0,10,0,20,0,20,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13173L1118,0,20,0,10,0,10,0,20,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,20,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10
Pop1,APCL_13174L1260,0,20,0,10,0,10,0,20,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,20,0,10,0,20,0,10,0,10,0,0,0,10,0,10,0,10,0,10
Pop1,APCL_13176L1618,0,20,0,10,0,20,0,20,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,20,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13177L1160,0,20,0,0,0,20,0,20,0,20,0,0,0,0,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,20,0,10,0,20,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,0,0,20,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0,10,0,10,0,0,0,10,0,0,0,10,0,10
Pop1,APCL_13178L1211,0,20,0,10,0,10,0,10,0,20,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10
Pop1,APCL_13179L1619,0,20,0,10,0,10,0,20,0,20,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13180L0440,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13182L0441,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,20,0,10,0,20,0,20,0,10,0,20,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,20,0,10,0,10
Pop1,APCL_13183L1305,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,10,0,10,0,10,0,10,0,0,0,10,0,10,0,10,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,0,0,10,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,10,0,10,0,20,0,10,0,0,0,10,0,20,0,10,0,20,0,0,0,10,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,0,0,10
Pop1,APCL_13183L1660,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13184L1080,0,20,0,10,0,10,0,20,0,30,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13185L1661,0,20,0,10,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,0,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,0,0,10,0,10,0,10,0,0,0,10,0,10,0,20,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,10,0,0,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13186L1164,0,20,0,10,0,10,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,20,0,10,0,10,0,10,0,0,0,10,0,0,0,20,0,10,0,10,0,10,0,0,0,10,0,10,0,10,0,10,0,0,0,0,0,20,0,10,0,10,0,10,0,20,0,10,0,0,0,10,0,10,0,0,0,0,0,10,0,10,0,0,0,10,0,20,0,10,0,10,0,0,0,0,0,20,0,10,0,10,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,20,0,10,0,10,0,10,0,0,0,0,0,10,0,10
Pop1,APCL_13187L1023,0,20,0,10,0,10,0,20,0,30,0,20,0,10,0,10,0,0,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,20,0,10,0,0,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,0,0,20,0,0,0,20,0,0,0,10,0,10,0,10,0,10,0,0,0,10,0,10,0,0,0,0,0,20,0,10,0,10
Pop1,APCL_13187L1621,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13188L1622,0,20,0,10,0,10,0,20,0,10,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10
Pop1,APCL_13189L1662,0,20,0,10,0,10,0,20,0,20,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13191L1265,0,20,0,10,0,10,0,20,0,20,0,10,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,0,0,10,0,0,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,20,0,0,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,0,0,10,0,10,0,20,0,10,0,20,0,10,0,10,0,20,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13193L1212,0,20,0,10,0,10,0,20,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,20,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,0
Pop1,APCL_13194L1213,0,20,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,10,0,0,0,0,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13195L0833,0,20,0,10,0,10,0,20,0,20,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,20,0,0,0,10,0,10,0,10,0,0,0,20,0,10,0,10,0,10,0,0,0,10,0,10,0,10,0,0,0,10,0,20,0,10,0,10,0,10,0,0,0,0,0,10,0,10,0,20,0,20,0,20,0,10,0,10,0,10,0,10,0,10,0,0,0,10
Pop1,APCL_13196L1169,0,20,0,0,0,30,0,0,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,20,0,0,0,10,0,0,0,10,0,10,0,10,0,10,0,0,0,10,0,10,0,10,0,0,0,10,0,10,0,10,0,10,0,0,0,0,0,0,0,10,0,0,0,10,0,20,0,0,0,10,0,0,0,0,0,10,0,10,0,0,0,20,0,0,0,10,0,0,0,10,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,0,0,10,0,10
Pop1,APCL_13196L1623,0,20,0,10,0,10,0,20,0,30,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13197L1266,0,20,0,10,0,0,0,20,0,20,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,0,0,10,0,10,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,10,0,0,0,20,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,0,0,10,0,10,0,10,0,0
Pop1,APCL_13199L1624,0,20,0,10,0,30,0,20,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,20,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13201L1171,0,20,0,10,0,10,0,0,0,0,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,0,0,10,0,0,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,0,0,10,0,10,0,0
Pop1,APCL_13202L1214,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,20,0,0,0,0,0,0,0,10,0,20,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13203L1173,0,20,0,10,0,0,0,0,0,0,0,0,0,20,0,10,0,20,0,0,0,10,0,0,0,0,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,0,0,10,0,10,0,10,0,0,0,20,0,0,0,10,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,10,0,0,0,10,0,10,0,10,0,10,0,0,0,10,0,10,0,10,0,20,0,10,0,0,0,10,0,0,0,10,0,20,0,0,0,20,0,10,0,0,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13205L0443,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13206L1174,0,20,0,10,0,10,0,0,0,20,0,0,0,0,0,10,0,10,0,0,0,10,0,0,0,0,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,10,0,0,0,0,0,0,0,10,0,0,0,20,0,10,0,20,0,0,0,10,0,10,0,20,0,0,0,20,0,0,0,10,0,20,0,10,0,10,0,0,0,10,0,10,0,0,0,20,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,20,0,10,0,10
Pop1,APCL_13207L0444,0,20,0,10,0,10,0,10,0,20,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13207L1024,0,20,0,10,0,10,0,10,0,20,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,0,0,10,0,10,0,10,0,20,0,10,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,0,0,10,0,10,0,10,0,10,0,0,0,10,0,20,0,10,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,0,0,20,0,10,0,10,0,0,0,20,0,10,0,0,0,0,0,10,0,0,0,10,0,10,0,0,0,10
Pop1,APCL_13208L1175,0,20,0,10,0,10,0,0,0,0,0,0,0,10,0,0,0,20,0,10,0,0,0,0,0,10,0,10,0,10,0,10,0,0,0,10,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,10,0,10,0,0,0,20,0,0,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,0,0,10,0,0,0,10,0,20,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,10,0,10,0,0,0,10,0,0,0,10,0,20,0,0,0,0,0,10,0,0,0,0,0,10,0,10
Pop1,APCL_13209L1048,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,0,0,10,0,10,0,10,0,0,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,0,0,10,0,10,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,10,0,10
Pop1,APCL_13209L1626,0,20,0,10,0,10,0,10,0,20,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,20,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13210L1627,0,20,0,10,0,10,0,20,0,30,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
Pop1,APCL_13211L1215,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,20,0,10,0,10,0,10,0,20,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,20,0,20,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,20,0,10,0,10,0,10,0,10,0,10,0,10,0,10
